120440;343148;;Confidence that they can best any sniper grants//a boost in attack abilities.;La sicurezza di poter avere la meglio su qualsiasi cecchino garantisce un potenziamento delle capacit= di attacco.
93524;343226;;Cordelia;Cordelia
93532;343226;;Cordelia;Cordelia
93536;343226;;Cordelia;Cordelia
93540;343226;;Cordelia;Cordelia
93544;343226;;Cordelia;Cordelia
97608;343235;;Coren;Coren
118372;343241;;Country Bred;Allevato in campagna
91064;343254;;Covey;Covata
119908;343260;;Coward;Vigliacco
119192;343267;;Cozy places like trenches seem calming, and give//a boost in attack power.;Luoghi accoglienti come le trincee sembrano rilassanti e aumentano la potenza di attacco.
95372;343342;;Cpt. Geld;Capitano Geld
95376;343342;;Cpt. Geld;Capitano Geld
95380;343342;;Cpt. Geld;Capitano Geld
77612;343352;;Cpt. Nonnenkof;Capitano Nonnenkof
77616;343352;;Cpt. Nonnenkof;Capitano Nonnenkof
93212;343367;;Cpt. Varrot;Capitano Varrot
93216;343367;;Cpt. Varrot;Capitano Varrot
93220;343367;;Cpt. Varrot;Capitano Varrot
93372;343367;;Cpt. Varrot;Capitano Varrot
93376;343367;;Cpt. Varrot;Capitano Varrot
93380;343367;;Cpt. Varrot;Capitano Varrot
93452;343367;;Cpt. Varrot;Capitano Varrot
93456;343367;;Cpt. Varrot;Capitano Varrot
93460;343367;;Cpt. Varrot;Capitano Varrot
128948;343379;;Critical Def;Definizione critica
126244;343392;;Critical Shot;Tiro critico
121496;343406;;Crouching down puts them in full-on guard mode, leading//to improved defensive abilities.;Accovacciandosi si mettono in modalit= di guardia completa, migliorando le loro capacit= difensive.
94088;343496;;Czherny;Czerny
94168;343496;;Czherny;Czerny
91528;343504;;Daerden;Daerden
91764;343512;;Dallas;Dallas
91772;343512;;Dallas;Dallas
91776;343512;;Dallas;Dallas
106240;343519;;Dalton;Dalton
106236;343526;;Daly;Giorno
115492;343531;;Damage Boost;Aumento del danno
123940;343531;;Damage Boost;Aumento del danno
125480;343544;;Damage taken from enemy counterattacks is lessened a set//percentage of the time.;I danni subiti dai contrattacchi nemici vengono ridotti in una determinata percentuale del tempo.
123608;343626;;Damage taken from enemy interception fire is lessened.;I danni subiti dal fuoco di intercettazione nemico sono ridotti.
113796;343681;;Damaged Plating;Placcatura danneggiata
106036;343697;;Dan;Enzo
120724;343701;;Darcsen Bond;Legame Darcsen
94884;343714;;Darcsen Boy;Ragazzo Darcsen
94892;343714;;Darcsen Boy;Ragazzo Darcsen
94896;343714;;Darcsen Boy;Ragazzo Darcsen
94900;343714;;Darcsen Boy;Ragazzo Darcsen
120772;343726;;Darcsen Hater;Odiatore di Darcsen
94804;343740;;Darcsen Old Man;Darcsen Vecchio
94812;343740;;Darcsen Old Man;Darcsen Vecchio
94816;343740;;Darcsen Old Man;Darcsen Vecchio
94820;343740;;Darcsen Old Man;Darcsen Vecchio
127060;343756;;Darcsen Pride;Orgoglio di Darcsen
119956;343770;;Daredevil;Temerario
125044;343780;;Dbl. Tank Damage;Doppio danno al carro armato
120680;343797;;Deathly afraid of pointed objects, being around lancers'//weapons makes them hyperventilate, steadily losing HP.;Hanno una paura mortale degli oggetti appuntiti e stare vicino alle armi dei lancieri li porta ad iperventilare, perdendo costantemente PV.
115876;343910;;Defense Boost;Potenziamento della difesa
125284;343910;;Defense Boost;Potenziamento della difesa
124856;343924;;Defense receives a boost when they enter the range//of enemy interception fire.;La difesa viene potenziata quando i bersagli entrano nel raggio d'azione del fuoco d'intercettazione nemico.
123272;344004;;Defenses are strengthened when in hiding.;Le difese si rafforzano quando ci si nasconde.
125576;344046;;Defensive abilities are greatly boosted a set//percentage of the time.;Le capacit= difensive vengono notevolmente potenziate in una certa percentuale del tempo.
125720;344117;;Defensive abilities are greatly enhanced on a//permanent basis.;Le capacit= difensive vengono notevolmente migliorate in modo permanente.
123656;344181;;Defensive instincts kick in, offering a chance to avoid//any critical damage from enemy counterattacks.;Gli istinti difensivi entrano in gioco, offrendo la possibilit= di evitare qualsiasi danno critico causato dai contrattacchi nemici.
115588;344285;;Demolition Boost;Potenziamento della demolizione
125428;344302;;Demolition Man;Uomo delle demolizioni
106040;344317;;Dennis;Dennis
118948;344324;;Desert Allergy;Allergia al deserto
118900;344339;;Desert Bred;Allevato nel deserto
113364;344351;;Destructible Camp;Campo distruttibile
106244;344369;;Donovan;Donovan
96724;344377;;Dorothy;Dorothy
96732;344377;;Dorothy;Dorothy
96736;344377;;Dorothy;Dorothy
96744;344377;;Dorothy;Dorothy
125764;344385;;Double Action;Doppia azione
124612;344399;;Double Attack;Doppio attacco
134148;344413;;Double Coil;Doppia bobina
134152;344413;;Double Coil;Doppia bobina
123844;344425;;Double Movement;Doppio movimento
94644;344441;;Drill Instructor;Istruttore di esercitazione
94652;344441;;Drill Instructor;Istruttore di esercitazione
94656;344441;;Drill Instructor;Istruttore di esercitazione
94660;344441;;Drill Instructor;Istruttore di esercitazione
133504;344458;;Drive System 1;Sistema di azionamento 1
139392;344458;;Drive System 1;Sistema di azionamento 1
133632;344473;;Drive System 2;Sistema di azionamento 2
139520;344473;;Drive System 2;Sistema di azionamento 2
133760;344488;;Drive System 3;Sistema di guida 3
139648;344488;;Drive System 3;Sistema di guida 3
133888;344503;;Drive System 4;Sistema di azionamento 4
134016;344518;;Drive System 5;Sistema di guida 5
134144;344533;;Drive System 6;Sistema di azionamento 6
134272;344548;;Drive System 7;Sistema di guida 7
134400;344563;;Drive System 8;Sistema di azionamento 8
152952;344578;;Dromedarius A;Dromedario A
159384;344578;;Dromedarius A;Dromedario A
159388;344578;;Dromedarius A;Dromedario A
153304;344592;;Dromedarius A Turret;Torretta Dromedarius A
169580;344592;;Dromedarius A Turret;Torretta Dromedarius A
153656;344613;;Dromedarius B;Dromedario B
169368;344613;;Dromedarius B;Dromedario B
169372;344613;;Dromedarius B;Dromedario B
154008;344627;;Dromedarius B Turret;Torretta Dromedarius B
169788;344627;;Dromedarius B Turret;Torretta Dromedarius B
123700;344648;;Dud Mine;Miniera di merda
124468;344648;;Dud Mine;Miniera di merda
97368;344657;;Dufour;Dufour
94264;344664;;EV_7th_corpsman;EV_7th_corpsman
101224;344680;;EV_Alicia_Dirt;EV_Alicia_Dirt
92584;344695;;EV_Alicia_Patient;EV_Alicia_Patient
92504;344713;;EV_Alicia_Swim;EV_Alicia_Swim
95304;344728;;EV_Berthold;EV_Berthold
94984;344740;;EV_Blul_child;EV_Blul_child
92904;344754;;EV_Brigitte_Swim;EV_Brigitte_Swim
94904;344771;;EV_Dalks_child;EV_Dalks_child
94824;344786;;EV_Dalks_old_male;EV_Dalks_old_male
93224;344804;;EV_Eleanor;EV_Eleanor
93464;344815;;EV_Eleanor_Businesssuit;EV_Eleanor_Businesssuit
93384;344839;;EV_Eleanor_Fulldress;EV_Eleanor_Fulldress
95464;344860;;EV_Empire_officer;EV_Empire_officer
95784;344878;;EV_Empire_scout_B;EV_Empire_scout_B
95624;344896;;EV_Empire_scout_W;EV_Empire_scout_W
95704;344914;;EV_Empire_storm_B;EV_Empire_storm_B
95544;344932;;EV_Empire_storm_W;EV_Empire_storm_W
93064;344950;;EV_Faldio;EV_Faldio
93144;344960;;EV_Faldio_Fulldress;EV_Faldio_Fulldress
95864;344980;;EV_Federal_ambassador;EV_Federal_ambassador
94584;345002;;EV_Garia_volunteer_army_officer;EV_Garia_volunteer_army_officer
95384;345034;;EV_Geld;EV_Geld
93864;345042;;EV_Georg;EV_Georg
94344;345051;;EV_Hans;EV_Hans
94424;345059;;EV_HansNoribon;EV_HansNoribon
94664;345074;;EV_Instructor;EV_Instructor
92984;345088;;EV_Irene;EV_Irene
92664;345097;;EV_Isara;EV_Isara
92744;345106;;EV_Isara_Cloths;EV_Isara_Cloths
92824;345122;;EV_Isara_Swim;EV_Isara_Swim
94104;345136;;EV_Kreis;EV_Kreis
94184;345145;;EV_Kreis_Mechanic;EV_Kreis_Mechanic
94504;345163;;EV_Lion;EV_Lion
93624;345171;;EV_Martha;EV_Martha
93704;345181;;EV_Martha_baby;EV_Martha_baby
93304;345196;;EV_Martha_gives_birth;EV_Martha_gives_birth
94744;345218;;EV_Master;EV_Master
93784;345228;;EV_Maurits;EV_Maurits
95064;345239;;EV_Maximilian;EV_Maximilian
95144;345253;;EV_Maximilian_helmet;EV_Maximilian_helmet
95224;345274;;EV_Radi;EV_Radi
92344;345282;;EV_Welkin_Fulldress;EV_Welkin_Fulldress
92424;345302;;EV_Welkin_Swim;EV_Welkin_Swim
93944;345317;;EV_Zaka;EV_Zaka
94024;345325;;EV_Zaka_prisoner;EV_Zaka_prisoner
90184;345342;;E_Assault;E_Assault
99544;345352;;E_Assault_Ace0;E_Assault_Ace0
99864;345367;;E_Assault_Ace10;E_Assault_Ace10
99624;345383;;E_Assault_Ace2;E_Assault_Ace2
99704;345398;;E_Assault_Ace4;E_Assault_Ace4
99784;345413;;E_Assault_Ace7;E_Assault_Ace7
91944;345428;;E_Assault_t;E_Assault_t
154388;345440;;E_DTankAce;E_DTankAce
155092;345451;;E_HeavyTankAce;E_HeavyTankAce
155444;345466;;E_HeavyTankAce_Burret;E_HeavyTankAce_Burret
90024;345488;;E_Lancer;E_Lancer
92024;345497;;E_Lancer_t;E_Lancer_t
154740;345508;;E_MATankAce;E_MATankAce
82520;345520;;E_Maximillen;E_Maximillen
100984;345520;;E_Maximillen;E_Maximillen
89944;345533;;E_Scout;E_Scout
99144;345541;;E_Scout_Ace0;E_Scout_Ace0
99464;345554;;E_Scout_Ace10;E_Scout_Ace10
99224;345568;;E_Scout_Ace2;E_Scout_Ace2
99304;345581;;E_Scout_Ace4;E_Scout_Ace4
99384;345594;;E_Scout_Ace7;E_Scout_Ace7
91864;345607;;E_Scout_t;E_Scout_t
92104;345617;;E_Selberia;E_Selberia
92184;345628;;E_Selberia_Val1;E_Selberia_Val1
92264;345644;;E_Selberia_Val2;E_Selberia_Val2
90584;345660;;E_Sniper;E_Sniper
99944;345669;;E_Sniper_Ace0;E_Sniper_Ace0
100264;345683;;E_Sniper_Ace10;E_Sniper_Ace10
100024;345698;;E_Sniper_Ace2;E_Sniper_Ace2
100104;345712;;E_Sniper_Ace4;E_Sniper_Ace4
100184;345726;;E_Sniper_Ace7;E_Sniper_Ace7
90104;345740;;E_Supporter;E_Supporter
126340;345752;;Eagle Eye;Occhio d'aquila
106044;345762;;Eddy;Vortice
129412;345767;;Edelweiss;Stella alpina
129416;345767;;Edelweiss;Stella alpina
157508;345767;;Edelweiss;Stella alpina
157516;345767;;Edelweiss;Stella alpina
172072;345767;;Edelweiss;Stella alpina
172076;345767;;Edelweiss;Stella alpina
172280;345767;;Edelweiss;Stella alpina
172284;345767;;Edelweiss;Stella alpina
106248;345777;;Edgar;Edgar
96584;345783;;Edie;Edie
96564;345788;;Edy;Edy
96572;345788;;Edy;Edy
96576;345788;;Edy;Edy
93204;345792;;Eleanor;Eleonora
93364;345792;;Eleanor;Eleonora
93444;345792;;Eleanor;Eleonora
92968;345800;;Ellet;Elletta
106252;345806;;Ellington;Ellington
91604;345816;;Elysse;Eliseo
91612;345816;;Elysse;Eliseo
91616;345816;;Elysse;Eliseo
91204;345823;;Emile;Emilio
91212;345823;;Emile;Emilio
91216;345823;;Emile;Emilio
91224;345823;;Emile;Emilio
103828;345829;;Empire0;Impero0
105028;345837;;Empire100;Impero100
105076;345847;;EmpireTGS;ImperoTGS
125816;345857;;Enemy attacks occasionally deal no damage.;A volte gli attacchi nemici non provocano danni.
124184;345900;;Enemy units in hiding can be spotted from the same//distance as a scout.;Le unit= nemiche nascoste possono essere individuate dalla stessa distanza di un esploratore.
121588;345973;;Energetic;Energetic
90084;345983;;Engineer;Ingegnere
90092;345983;;Engineer;Ingegnere
90404;345983;;Engineer;Ingegnere
90412;345983;;Engineer;Ingegnere
100812;345983;;Engineer;Ingegnere
109912;345983;;Engineer;Ingegnere
112040;345983;;Engineer;Ingegnere
90096;345992;;Engineer Elite;Ingegnere Elite
90416;345992;;Engineer Elite;Ingegnere Elite
109916;345992;;Engineer Elite;Ingegnere Elite
112044;345992;;Engineer Elite;Ingegnere Elite
120388;346007;;Engineer Hater;Ingegnere odiatore
120340;346022;;Engineer Killer;Ingegnere assassino
176948;346038;;Engineer's Tool;Strumento dell'ingegnere
177716;346038;;Engineer's Tool;Strumento dell'ingegnere
140928;346054;;Enhanced Block Pin;Perno di blocco migliorato
140932;346054;;Enhanced Block Pin;Perno di blocco migliorato
140936;346054;;Enhanced Block Pin;Perno di blocco migliorato
130180;346073;;Enhanced Gun;Pistola potenziata
130184;346073;;Enhanced Gun;Pistola potenziata
136964;346073;;Enhanced Gun;Pistola potenziata
136968;346073;;Enhanced Gun;Pistola potenziata
201776;346086;;Enhanced Mortar 10;Malta migliorata 10
200496;346105;;Enhanced Mortar 5;Malta potenziata 5
200752;346123;;Enhanced Mortar 6;Malta potenziata 6
201008;346141;;Enhanced Mortar 7;Malta migliorata 7
201264;346159;;Enhanced Mortar 8;Malta migliorata 8
201520;346177;;Enhanced Mortar 9;Malta potenziata 9
129012;346195;;Equipment;Attrezzatura
165624;346205;;Equus;Equus
165628;346205;;Equus;Equus
106048;346211;;Eric;Eric
91624;346216;;Erisis;Erisi
226612;346223;;Erma T1;Erma T1
226868;346223;;Erma T1;Erma T1
97624;346231;;Eunow;Euora
117032;346237;;Evacuates one fallen ally.;Evacua un alleato caduto.
114820;346264;;Evade Boost;Evadere il potenziamento
97528;346276;;Evans;Evans
123220;346282;;Evasion Boost;Potenziamento dell'evasione
123752;346296;;Evasion skills are greatly enhanced, on a permanent//basis.;Le capacit= di evasione vengono notevolmente migliorate, in modo permanente.
123560;346356;;Evasion skills have a chance of being greatly enhanced.;Le abilit= di evasione hanno una probabilit= di essere notevolmente migliorate.
120776;346412;;Even just being around Darcsens makes them nauseous,//leading to a decrease in defense.;Anche solo stare vicino ai Darcsen li fa sentire nauseati, il che porta a una diminuzione della difesa.
136320;346500;;Expand Capacity 1;Espandi capacit= 1
140672;346500;;Expand Capacity 1;Espandi capacit= 1
136448;346518;;Expand Capacity 2;Espandi capacit= 2
140800;346518;;Expand Capacity 2;Espandi capacit= 2
136576;346536;;Expand Capacity 3;Espandi capacit= 3
112404;346554;;Explosive;Esplosivo
116164;346564;;Explosives Boost;Potenziamento degli esplosivi
130948;346581;;Extended Barrel;Canna estesa
130952;346581;;Extended Barrel;Canna estesa
136324;346597;;Extra Magazine;Rivista Extra
136328;346597;;Extra Magazine;Rivista Extra
140676;346597;;Extra Magazine;Rivista Extra
140680;346597;;Extra Magazine;Rivista Extra
124948;346612;;Extra Shot;Colpo extra
126100;346612;;Extra Shot;Colpo extra
254260;346623;;FF-1;FF-1
202036;346628;;FF-2;FF-2
202292;346633;;FF-3;FF-3
202548;346638;;FF-4;FF-4
202804;346643;;FF-5;FF-5
203060;346648;;FF-6;FF-6
203316;346653;;FF-7;FF-7
203572;346658;;FF-8;FF-8
106260;346663;;Falcon;Falco
90804;346670;;Faldio;Faldione
90812;346670;;Faldio;Faldione
90816;346670;;Faldio;Faldione
90824;346670;;Faldio;Faldione
93044;346670;;Faldio;Faldione
93052;346670;;Faldio;Faldione
93056;346670;;Faldio;Faldione
93060;346670;;Faldio;Faldione
93124;346670;;Faldio;Faldione
93132;346670;;Faldio;Faldione
93136;346670;;Faldio;Faldione
93140;346670;;Faldio;Faldione
100804;346677;;False Engineer;Falso ingegnere
86312;346692;;False Lancer;Falso Lanciere
100724;346692;;False Lancer;Falso Lanciere
84680;346705;;False Scout;Falso esploratore
100644;346705;;False Scout;Falso esploratore
85768;346717;;False Sniper;Falso cecchino
100884;346717;;False Sniper;Falso cecchino
85224;346730;;False Trooper;Falso soldato
100564;346730;;False Trooper;Falso soldato
119572;346744;;Fancies Men;Uomini fantasiosi
119668;346756;;Fancies Women;Donne fantasiose
121828;346770;;Fatalist;Fatalista
124228;346779;;Fearless Will;Volont= senza paura
100580;346793;;Federation Grunt;Grunt della Federazione
112644;346810;;Fence;Recinzione
112692;346810;;Fence;Recinzione
122792;346816;;Fickle to the core, they sometimes don't feel like doing//anything, even when commanded.;Incostanti nel profondo, a volte non hanno voglia di fare nulla, nemmeno quando gli viene comandato.
138624;346905;;Firepower Boost 1;Aumento della potenza di fuoco 1
176432;346905;;Firepower Boost 1;Aumento della potenza di fuoco 1
197936;346905;;Firepower Boost 1;Aumento della potenza di fuoco 1
202032;346905;;Firepower Boost 1;Aumento della potenza di fuoco 1
182320;346923;;Firepower Boost 10;Aumento della potenza di fuoco 10
188464;346923;;Firepower Boost 10;Aumento della potenza di fuoco 10
192560;346923;;Firepower Boost 10;Aumento della potenza di fuoco 10
200240;346923;;Firepower Boost 10;Aumento della potenza di fuoco 10
138752;346942;;Firepower Boost 2;Potenziamento della potenza di fuoco 2
186416;346942;;Firepower Boost 2;Potenziamento della potenza di fuoco 2
198192;346942;;Firepower Boost 2;Potenziamento della potenza di fuoco 2
202288;346942;;Firepower Boost 2;Potenziamento della potenza di fuoco 2
186672;346960;;Firepower Boost 3;Potenziamento della potenza di fuoco 3
198448;346960;;Firepower Boost 3;Potenziamento della potenza di fuoco 3
202544;346960;;Firepower Boost 3;Potenziamento della potenza di fuoco 3
180784;346978;;Firepower Boost 4;Potenziamento potenza di fuoco 4
186928;346978;;Firepower Boost 4;Potenziamento potenza di fuoco 4
191024;346978;;Firepower Boost 4;Potenziamento potenza di fuoco 4
198704;346978;;Firepower Boost 4;Potenziamento potenza di fuoco 4
202800;346978;;Firepower Boost 4;Potenziamento potenza di fuoco 4
181040;346996;;Firepower Boost 5;Potenziamento della potenza di fuoco 5
187184;346996;;Firepower Boost 5;Potenziamento della potenza di fuoco 5
191280;346996;;Firepower Boost 5;Potenziamento della potenza di fuoco 5
198960;346996;;Firepower Boost 5;Potenziamento della potenza di fuoco 5
203056;346996;;Firepower Boost 5;Potenziamento della potenza di fuoco 5
181296;347014;;Firepower Boost 6;Aumento della potenza di fuoco 6
187440;347014;;Firepower Boost 6;Aumento della potenza di fuoco 6
191536;347014;;Firepower Boost 6;Aumento della potenza di fuoco 6
199216;347014;;Firepower Boost 6;Aumento della potenza di fuoco 6
203312;347014;;Firepower Boost 6;Aumento della potenza di fuoco 6
181552;347032;;Firepower Boost 7;Aumento della potenza di fuoco 7
187696;347032;;Firepower Boost 7;Aumento della potenza di fuoco 7
191792;347032;;Firepower Boost 7;Aumento della potenza di fuoco 7
199472;347032;;Firepower Boost 7;Aumento della potenza di fuoco 7
203568;347032;;Firepower Boost 7;Aumento della potenza di fuoco 7
181808;347050;;Firepower Boost 8;Aumento della potenza di fuoco 8
187952;347050;;Firepower Boost 8;Aumento della potenza di fuoco 8
192048;347050;;Firepower Boost 8;Aumento della potenza di fuoco 8
199728;347050;;Firepower Boost 8;Aumento della potenza di fuoco 8
182064;347068;;Firepower Boost 9;Potenziamento della potenza di fuoco 9
188208;347068;;Firepower Boost 9;Potenziamento della potenza di fuoco 9
192304;347068;;Firepower Boost 9;Potenziamento della potenza di fuoco 9
199984;347068;;Firepower Boost 9;Potenziamento della potenza di fuoco 9
141056;347086;;Firing Calculator;Calcolatrice di accensione
141060;347086;;Firing Calculator;Calcolatrice di accensione
141064;347086;;Firing Calculator;Calcolatrice di accensione
141184;347086;;Firing Calculator;Calcolatrice di accensione
141188;347086;;Firing Calculator;Calcolatrice di accensione
141192;347086;;Firing Calculator;Calcolatrice di accensione
125864;347104;;Firing accuracy is boosted a set percentage//of the time.;La precisione di tiro viene aumentata in una determinata percentuale del tempo.
122264;347162;;Firing accuracy is boosted during the first three//turns of the operation.;La precisione di tiro aumenta durante i primi tre turni dell'operazione.
126152;347237;;Firing accuracy is greatly boosted a set percentage//of the time.;La precisione di tiro > notevolmente aumentata in una determinata percentuale del tempo.
124040;347303;;Firing accuracy is improved when an enemy is nearby.;La precisione del tiro > migliorata quando un nemico > nelle vicinanze.
124376;347356;;Firing accuracy is improved when no enemies are in//the immediate vicinity.;La precisione del tiro > migliorata quando non ci sono nemici nelle immediate vicinanze.
115396;347432;;First Aid;Pronto Soccorso
123508;347442;;First Aid Boost;Potenziamento del primo soccorso
124084;347442;;First Aid Boost;Potenziamento del primo soccorso
124804;347442;;First Aid Boost;Potenziamento del primo soccorso
138628;347458;;Flame Intensifier;Intensificatore di fiamma
138632;347458;;Flame Intensifier;Intensificatore di fiamma
259892;347458;;Flame Intensifier;Intensificatore di fiamma
138500;347476;;Flamethrower;Lanciafiamme
138504;347476;;Flamethrower;Lanciafiamme
259636;347476;;Flamethrower;Lanciafiamme
106052;347489;;Flip;Capovolgere
203828;347494;;FoG 01;Nebbia 01
204084;347501;;FoG 02;Nebbia 02
204340;347508;;FoG 03;Nebbia 03
204596;347515;;FoG 04;Nebbia 04
204852;347522;;FoG 05;Nebbia 05
205108;347529;;FoG 06;Nebbia 06
205364;347536;;FoG 07;Nebbia 07
120392;347543;;For whatever reason, engineers aren't their thing.//Attack power is lowered against engineers.;Per qualche motivo, gli ingegneri non fanno per loro.//Il potere di attacco contro gli ingegneri > ridotto.
120296;347638;;For whatever reason, lancers aren't their thing.//Attack power is lowered against lancers.;Per qualche motivo, i lancieri non fanno per loro.//Il potere d'attacco contro i lancieri > ridotto.
120104;347729;;For whatever reason, scouts aren't their thing. //Attack power is lowered against scouts.;Per qualche motivo, gli esploratori non fanno per loro. //Il potere di attacco contro gli esploratori > ridotto.
120200;347819;;For whatever reason, shocktroopers aren't their thing.//Attack power is lowered against shocktroopers.;Per qualche motivo, gli shocktrooper non fanno per loro.//Il potere d'attacco contro gli shocktrooper > ridotto.
120488;347922;;For whatever reason, snipers aren't their thing.//Attack power is lowered against snipers.;Per qualche motivo, i cecchini non fanno per loro.//Il potere di attacco contro i cecchini > ridotto.
163752;348013;;Fore Right Gun;Pistola anteriore destra
163756;348013;;Fore Right Gun;Pistola anteriore destra
106256;348028;;Forester;Forestale
170196;348037;;Fortification;Fortificazione
170404;348037;;Fortification;Fortificazione
121924;348051;;Frail Body;Corpo fragile
132096;348062;;Frame Assembly 1;Montaggio del telaio 1
137728;348062;;Frame Assembly 1;Montaggio del telaio 1
132352;348079;;Frame Assembly 2;Montaggio del telaio 2
137856;348079;;Frame Assembly 2;Montaggio del telaio 2
132480;348096;;Frame Assembly 3;Montaggio del telaio 3
137984;348096;;Frame Assembly 3;Montaggio del telaio 3
106056;348113;;Freddy;Freddy
91444;348120;;Freesia;Fresia
91452;348120;;Freesia;Fresia
91456;348120;;Freesia;Fresia
91464;348128;;Frohsinn;Frohsinn
131204;348137;;Frontal Armor;Corazza frontale
131208;348137;;Frontal Armor;Corazza frontale
88492;348151;;Fujmolt the Edge;Fujmolt il limite
88496;348151;;Fujmolt the Edge;Fujmolt il limite
123892;348168;;Full HP Recovery;Ripristino HP completo
124660;348168;;Full HP Recovery;Ripristino HP completo
115400;348185;;Fully restores one ally's HP.;Ripristina completamente i PV di un alleato.
158776;348215;;GERBIL_BODY;GERBIL_BODY
163976;348227;;GERBIL_FRONT_GUN;GERBIL_FRONT_GUN
164184;348244;;GERBIL_LeftREAR_GUN;GERBIL_LeftREAR_GUN
164808;348244;;GERBIL_LeftREAR_GUN;GERBIL_LeftREAR_GUN
165432;348264;;GERBIL_Left_REAR_RADIATOR;GERBIL_Left_REAR_RADIATOR
164392;348290;;GERBIL_REAR_GUN;GERBIL_REAR_GUN
165224;348306;;GERBIL_REAR_RADIATOR;GERBIL_REAR_RADIATOR
165016;348327;;GERBIL_RIGHT_RADIATOR;GERBIL_RIGHT_RADIATOR
163768;348349;;GERBIL_RightFRONT_GUN;GERBIL_RightFRONT_GUN
164600;348371;;GERBIL_RightREAR_GUN;GERBIL_RightREAR_GUN
190516;348392;;GSR-1;GSR-1
192820;348398;;GSR-10;GSR-10
265524;348398;;GSR-10;GSR-10
250420;348405;;GSR-10R;GSR-10R
193076;348413;;GSR-11;GSR-11
193332;348420;;GSR-12;GSR-12
249908;348427;;GSR-1R;GSR-1R
173620;348434;;GSR-2;GSR-2
193588;348440;;GSR-20;GSR-20
250676;348447;;GSR-20R;GSR-20R
193844;348455;;GSR-21;GSR-21
194100;348462;;GSR-22;GSR-22
175924;348469;;GSR-3;GSR-3
194356;348475;;GSR-30;GSR-30
250932;348482;;GSR-30R;GSR-30R
250164;348490;;GSR-3R;GSR-3R
190772;348497;;GSR-4;GSR-4
90504;348503;;G_Anti-Tank;G_Anti-Carro
90344;348515;;G_Assault;G_Assalto
90424;348525;;G_Engineer;Ingegnere G
90264;348536;;G_Scout;G_Scout
90664;348544;;G_Sniper;Cecchino G
103876;348553;;Gallia;Gallia
169996;348560;;Gallian APC;APC Galliano
94564;348572;;Gallian Officer;Ufficiale Galliano
94572;348572;;Gallian Officer;Ufficiale Galliano
94576;348572;;Gallian Officer;Ufficiale Galliano
94580;348572;;Gallian Officer;Ufficiale Galliano
90340;348588;;Gallian Soldier;Soldato Galliano
113988;348604;;Gallian Tank;Carro armato Galliano
180532;348617;;Gallian-1;Galliano-1
244788;348627;;Gallian-1R;Galliano-1R
173364;348638;;Gallian-2;Galliano-2
175412;348648;;Gallian-3;Galliano-3
245044;348658;;Gallian-3R;Galliano-3R
175668;348669;;Gallian-4;Galliano-4
180788;348679;;Gallian-A1;Galliano-A1
181556;348690;;Gallian-A10;Galliano-A10
181812;348702;;Gallian-A11;Galliano-A11
182068;348714;;Gallian-A12;Galliano-A12
181044;348726;;Gallian-A2;Galliano-A2
182324;348737;;Gallian-A20;Galliano-A20
181300;348749;;Gallian-A3;Galliano-A3
182580;348760;;Gallian-S1;Galliano-S1
265264;348760;;Gallian-S1;Galliano-S1
265268;348760;;Gallian-S1;Galliano-S1
183348;348771;;Gallian-S10;Galliano-S10
245556;348783;;Gallian-S10R;Gallian-S10R
183604;348796;;Gallian-S11;Galliano-S11
183860;348808;;Gallian-S12;Galliano-S12
245300;348820;;Gallian-S1R;Galliano-S1R
182836;348832;;Gallian-S2;Galliano-S2
184116;348843;;Gallian-S20;Galliano-S20
245812;348855;;Gallian-S20R;Gallian-S20R
183092;348868;;Gallian-S3;Galliano-S3
184372;348879;;Gallian-X1;Galliano-X1
185140;348890;;Gallian-X10;Galliano-X10
185396;348902;;Gallian-X11;Galliano-X11
185652;348914;;Gallian-X12;Galliano-X12
184628;348926;;Gallian-X2;Galliano-X2
185908;348937;;Gallian-X20;Galliano-X20
184884;348949;;Gallian-X3;Galliano-X3
106268;348960;;Gardner;Giardiniere
106060;348968;;Gaston;Gastone
113316;348975;;Gate;Cancello
214324;348980;;Gatling Beam;Raggio di Gatling
214836;348980;;Gatling Beam;Raggio di Gatling
215604;348980;;Gatling Beam;Raggio di Gatling
263988;348980;;Gatling Beam;Raggio di Gatling
264244;348980;;Gatling Beam;Raggio di Gatling
264500;348980;;Gatling Beam;Raggio di Gatling
167080;348993;;Gatling Bunker;Bunker di Gatling
167084;348993;;Gatling Bunker;Bunker di Gatling
170200;348993;;Gatling Bunker;Bunker di Gatling
170204;348993;;Gatling Bunker;Bunker di Gatling
138116;349008;;Gatling Gun;Mitragliatrice Gatling
138120;349008;;Gatling Gun;Mitragliatrice Gatling
227124;349008;;Gatling Gun;Mitragliatrice Gatling
165828;349020;;Gatling Turret;Torretta Gatling
165836;349020;;Gatling Turret;Torretta Gatling
167496;349020;;Gatling Turret;Torretta Gatling
167500;349020;;Gatling Turret;Torretta Gatling
168536;349020;;Gatling Turret;Torretta Gatling
168540;349020;;Gatling Turret;Torretta Gatling
168548;349020;;Gatling Turret;Torretta Gatling
172692;349020;;Gatling Turret;Torretta Gatling
172700;349020;;Gatling Turret;Torretta Gatling
173108;349020;;Gatling Turret;Torretta Gatling
173116;349020;;Gatling Turret;Torretta Gatling
138240;349035;;Gatling Upgrade 1;Aggiornamento Gatling 1
