93380;343367;;Cpt. Varrot;Cpt. Varrot
93452;343367;;Cpt. Varrot;Cpt. Varrot
93456;343367;;Cpt. Varrot;Cpt. Varrot
93460;343367;;Cpt. Varrot;Cpt. Varrot
128948;343379;;Critical Def;Crit Def
126244;343392;;Critical Shot;Coup Critique
121496;343406;;Crouching down puts them in full-on guard mode, leading//to improved defensive abilities.;S'accroupir les met en posture d<fensive,//menant = une d<fense am<lior<e.
94088;343496;;Czherny;Czherny
94168;343496;;Czherny;Czherny
91528;343504;;Daerden;Daerden
91764;343512;;Dallas;Dallas
91772;343512;;Dallas;Dallas
91776;343512;;Dallas;Dallas
106240;343519;;Dalton;Dalton
106236;343526;;Daly;Daly
115492;343531;;Damage Boost;Boost  Dommage
123940;343531;;Damage Boost;Boost  Dommage
125480;343544;;Damage taken from enemy counterattacks is lessened a set//percentage of the time.;Les dommages recus par une contre-attaque//ennemie sont parfois r<duits.
123608;343626;;Damage taken from enemy interception fire is lessened.;Les d<gats recus par les tirs d'interception//ennemis sont r<duits.
113796;343681;;Damaged Plating;Plaque Endommag<e
106036;343697;;Dan;Dan
120724;343701;;Darcsen Bond;Lien Darcsen
94884;343714;;Darcsen Boy;Garcon Darcsen
94892;343714;;Darcsen Boy;Garcon Darcsen
94896;343714;;Darcsen Boy;Garcon Darcsen
94900;343714;;Darcsen Boy;Garcon Darcsen
120772;343726;;Darcsen Hater;Darcsen-phobie
94804;343740;;Darcsen Old Man;Vieux Darcsen
94812;343740;;Darcsen Old Man;Vieux Darcsen
94816;343740;;Darcsen Old Man;Vieux Darcsen
94820;343740;;Darcsen Old Man;Vieux Darcsen
127060;343756;;Darcsen Pride;Fiert< Darcsen
119956;343770;;Daredevil;Casse-cou
125044;343780;;Dbl. Tank Damage;D<gats D<doubl<s
120680;343797;;Deathly afraid of pointed objects, being around lancers'//weapons makes them hyperventilate, steadily losing HP.;Effray< par les objets pointus, la proximit< de lanciers//le fait hyperventiler, cr<ant une perte constante de HP.
115876;343910;;Defense Boost;Boost D<fense
125284;343910;;Defense Boost;Boost D<fense
124856;343924;;Defense receives a boost when they enter the range//of enemy interception fire.;La d<fense augmente quand ils sont sous//les tirs d'interception ennemis.
123272;344004;;Defenses are strengthened when in hiding.;Les d<fenses augmentent quand ils sont cach<s.
125576;344046;;Defensive abilities are greatly boosted a set//percentage of the time.;Quand ils entrent en action, ils b<n<ficient//parfois d'une d<fense grandement accrue.
125720;344117;;Defensive abilities are greatly enhanced on a//permanent basis.;La d<fense est grandement augment<e de facon permanente.
123656;344181;;Defensive instincts kick in, offering a chance to avoid//any critical damage from enemy counterattacks.;Les instincts de survie se r<veillent, donnant une chance//d'<viter tout d<gat critique lors d'un contre-attaque.
115588;344285;;Demolition Boost;Boost  D<molition
125428;344302;;Demolition Man;Artificier
106040;344317;;Dennis;Dennis
118948;344324;;Desert Allergy;Allergie, D<sert
118900;344339;;Desert Bred;Enfant du D<sert
113364;344351;;Destructible Camp;Camp Destructible
106244;344369;;Donovan;Donovan
96724;344377;;Dorothy;Dorothy
96732;344377;;Dorothy;Dorothy
96736;344377;;Dorothy;Dorothy
96744;344377;;Dorothy;Dorothy
125764;344385;;Double Action;Double Action
124612;344399;;Double Attack;Double Attaque
134148;344413;;Double Coil;Double Ressort
134152;344413;;Double Coil;Double Ressort
123844;344425;;Double Movement;Double Mouvement
94644;344441;;Drill Instructor;Instructeur
94652;344441;;Drill Instructor;Instructeur
94656;344441;;Drill Instructor;Instructeur
94660;344441;;Drill Instructor;Instructeur
133504;344458;;Drive System 1;Pilotage 1
139392;344458;;Drive System 1;Pilotage 1
133632;344473;;Drive System 2;Pilotage 2
139520;344473;;Drive System 2;Pilotage 2
133760;344488;;Drive System 3;Pilotage 3
139648;344488;;Drive System 3;Pilotage 3
133888;344503;;Drive System 4;Pilotage 4
134016;344518;;Drive System 5;Pilotage 5
134144;344533;;Drive System 6;Pilotage 6
134272;344548;;Drive System 7;Pilotage 7
134400;344563;;Drive System 8;Pilotage 8
152952;344578;;Dromedarius A;Dromedarius A
159384;344578;;Dromedarius A;Dromedarius A
159388;344578;;Dromedarius A;Dromedarius A
153304;344592;;Dromedarius A Turret;Dromedarius A Turret
169580;344592;;Dromedarius A Turret;Dromedarius A Turret
153656;344613;;Dromedarius B;Dromedarius B
169368;344613;;Dromedarius B;Dromedarius B
169372;344613;;Dromedarius B;Dromedarius B
154008;344627;;Dromedarius B Turret;Dromedarius B Turret
169788;344627;;Dromedarius B Turret;Dromedarius B Turret
123700;344648;;Dud Mine;Mine Foireuse
124468;344648;;Dud Mine;Mine Foireuse
97368;344657;;Dufour;Dufour
94264;344664;;EV_7th_corpsman;EV_7th_corpsman
101224;344680;;EV_Alicia_Dirt;EV_Alicia_Dirt
92584;344695;;EV_Alicia_Patient;EV_Alicia_Patient
92504;344713;;EV_Alicia_Swim;EV_Alicia_Swim
95304;344728;;EV_Berthold;EV_Berthold
94984;344740;;EV_Blul_child;EV_Blul_child
92904;344754;;EV_Brigitte_Swim;EV_Brigitte_Swim
94904;344771;;EV_Dalks_child;EV_Dalks_child
94824;344786;;EV_Dalks_old_male;EV_Dalks_old_male
93224;344804;;EV_Eleanor;EV_Eleanor
93464;344815;;EV_Eleanor_Businesssuit;EV_Eleanor_Businesssuit
93384;344839;;EV_Eleanor_Fulldress;EV_Eleanor_Fulldress
95464;344860;;EV_Empire_officer;EV_Empire_officer
95784;344878;;EV_Empire_scout_B;EV_Empire_scout_B
95624;344896;;EV_Empire_scout_W;EV_Empire_scout_W
95704;344914;;EV_Empire_storm_B;EV_Empire_storm_B
95544;344932;;EV_Empire_storm_W;EV_Empire_storm_W
93064;344950;;EV_Faldio;EV_Faldio
93144;344960;;EV_Faldio_Fulldress;EV_Faldio_Fulldress
95864;344980;;EV_Federal_ambassador;EV_Federal_ambassador
94584;345002;;EV_Garia_volunteer_army_officer;EV_Garia_volunteer_army_officer
95384;345034;;EV_Geld;EV_Geld
93864;345042;;EV_Georg;EV_Georg
94344;345051;;EV_Hans;EV_Hans
94424;345059;;EV_HansNoribon;EV_HansNoribon
94664;345074;;EV_Instructor;EV_Instructor
92984;345088;;EV_Irene;EV_Irene
92664;345097;;EV_Isara;EV_Isara
92744;345106;;EV_Isara_Cloths;EV_Isara_Cloths
92824;345122;;EV_Isara_Swim;EV_Isara_Swim
94104;345136;;EV_Kreis;EV_Kreis
94184;345145;;EV_Kreis_Mechanic;EV_Kreis_Mechanic
94504;345163;;EV_Lion;EV_Lion
93624;345171;;EV_Martha;EV_Martha
93704;345181;;EV_Martha_baby;EV_Martha_baby
93304;345196;;EV_Martha_gives_birth;EV_Martha_gives_birth
94744;345218;;EV_Master;EV_Master
93784;345228;;EV_Maurits;EV_Maurits
95064;345239;;EV_Maximilian;EV_Maximilian
95144;345253;;EV_Maximilian_helmet;EV_Maximilian_helmet
95224;345274;;EV_Radi;EV_Radi
92344;345282;;EV_Welkin_Fulldress;EV_Welkin_Fulldress
92424;345302;;EV_Welkin_Swim;EV_Welkin_Swim
93944;345317;;EV_Zaka;EV_Zaka
94024;345325;;EV_Zaka_prisoner;EV_Zaka_prisoner
90184;345342;;E_Assault;E_Assault
99544;345352;;E_Assault_Ace0;E_Assault_Ace0
99864;345367;;E_Assault_Ace10;E_Assault_Ace10
99624;345383;;E_Assault_Ace2;E_Assault_Ace2
99704;345398;;E_Assault_Ace4;E_Assault_Ace4
99784;345413;;E_Assault_Ace7;E_Assault_Ace7
91944;345428;;E_Assault_t;E_Assault_t
154388;345440;;E_DTankAce;E_DTankAce
155092;345451;;E_HeavyTankAce;E_HeavyTankAce
155444;345466;;E_HeavyTankAce_Burret;E_HeavyTankAce_Burret
90024;345488;;E_Lancer;E_Lancer
92024;345497;;E_Lancer_t;E_Lancer_t
154740;345508;;E_MATankAce;E_MATankAce
82520;345520;;E_Maximillen;E_Maximillen
100984;345520;;E_Maximillen;E_Maximillen
89944;345533;;E_Scout;E_Scout
99144;345541;;E_Scout_Ace0;E_Scout_Ace0
99464;345554;;E_Scout_Ace10;E_Scout_Ace10
99224;345568;;E_Scout_Ace2;E_Scout_Ace2
99304;345581;;E_Scout_Ace4;E_Scout_Ace4
99384;345594;;E_Scout_Ace7;E_Scout_Ace7
91864;345607;;E_Scout_t;E_Scout_t
92104;345617;;E_Selberia;E_Selberia
92184;345628;;E_Selberia_Val1;E_Selberia_Val1
92264;345644;;E_Selberia_Val2;E_Selberia_Val2
90584;345660;;E_Sniper;E_Sniper
99944;345669;;E_Sniper_Ace0;E_Sniper_Ace0
100264;345683;;E_Sniper_Ace10;E_Sniper_Ace10
100024;345698;;E_Sniper_Ace2;E_Sniper_Ace2
100104;345712;;E_Sniper_Ace4;E_Sniper_Ace4
100184;345726;;E_Sniper_Ace7;E_Sniper_Ace7
90104;345740;;E_Supporter;E_Supporter
126340;345752;;Eagle Eye;Oeil de l'Aigle
106044;345762;;Eddy;Eddy
129412;345767;;Edelweiss;Edelweiss
129416;345767;;Edelweiss;Edelweiss
157508;345767;;Edelweiss;Edelweiss
157516;345767;;Edelweiss;Edelweiss
172072;345767;;Edelweiss;Edelweiss
172076;345767;;Edelweiss;Edelweiss
172280;345767;;Edelweiss;Edelweiss
172284;345767;;Edelweiss;Edelweiss
106248;345777;;Edgar;Edgar
96584;345783;;Edie;Edie
96564;345788;;Edy;Edy
96572;345788;;Edy;Edy
96576;345788;;Edy;Edy
93204;345792;;Eleanor;Eleanor
93364;345792;;Eleanor;Eleanor
93444;345792;;Eleanor;Eleanor
92968;345800;;Ellet;Ellet
106252;345806;;Ellington;Ellington
91604;345816;;Elysse;Elysse
91612;345816;;Elysse;Elysse
91616;345816;;Elysse;Elysse
91204;345823;;Emile;Emile
91212;345823;;Emile;Emile
91216;345823;;Emile;Emile
91224;345823;;Emile;Emile
103828;345829;;Empire0;Empire0
105028;345837;;Empire100;Empire100
105076;345847;;EmpireTGS;EmpireTGS
125816;345857;;Enemy attacks occasionally deal no damage.;Les attaques ennemies ne leur font//parfois pas le moindre d<gat.
124184;345900;;Enemy units in hiding can be spotted from the same//distance as a scout.;Les unit<s ennemis qui se cachent peuvent $tre rep<r<es//depuis la m$me distance qu'un <claireur.
121588;345973;;Energetic;Energique
90084;345983;;Engineer;Ing<nieur
90092;345983;;Engineer;Ing<nieur
90404;345983;;Engineer;Ing<nieur
90412;345983;;Engineer;Ing<nieur
100812;345983;;Engineer;Ing<nieur
109912;345983;;Engineer;Ing<nieur
112040;345983;;Engineer;Ing<nieur
90096;345992;;Engineer Elite;Ing<nieur Elite
90416;345992;;Engineer Elite;Ing<nieur Elite
109916;345992;;Engineer Elite;Ing<nieur Elite
112044;345992;;Engineer Elite;Ing<nieur Elite
120388;346007;;Engineer Hater;Ing<nieur-phobie
120340;346022;;Engineer Killer;Anti-Ing<nieur
176948;346038;;Engineer's Tool;Outils Ing<nieur
177716;346038;;Engineer's Tool;Outils Ing<nieur
140928;346054;;Enhanced Block Pin;Chenilles Blind<es
140932;346054;;Enhanced Block Pin;Chenilles Blind<es
140936;346054;;Enhanced Block Pin;Chenilles Blind<es
130180;346073;;Enhanced Gun;Arme Am<lior<e
130184;346073;;Enhanced Gun;Arme Am<lior<e
136964;346073;;Enhanced Gun;Arme Am<lior<e
136968;346073;;Enhanced Gun;Arme Am<lior<e
201776;346086;;Enhanced Mortar 10;Mortier Sup. 10
200496;346105;;Enhanced Mortar 5;Mortier Sup. 5
200752;346123;;Enhanced Mortar 6;Mortier Sup. 6
201008;346141;;Enhanced Mortar 7;Mortier Sup. 7
201264;346159;;Enhanced Mortar 8;Mortier Sup. 8
201520;346177;;Enhanced Mortar 9;Mortier Sup. 9
129012;346195;;Equipment;Equipement
165624;346205;;Equus;Equus
165628;346205;;Equus;Equus
106048;346211;;Eric;Eric
91624;346216;;Erisis;Erisis
226612;346223;;Erma T1;Erma T1
226868;346223;;Erma T1;Erma T1
97624;346231;;Eunow;Eunow
117032;346237;;Evacuates one fallen ally.;Evacue un alli< tomb<.
114820;346264;;Evade Boost;Boost d'Esquive
97528;346276;;Evans;Evans
123220;346282;;Evasion Boost;Esquive Plus
123752;346296;;Evasion skills are greatly enhanced, on a permanent//basis.;L'esquive est grandement augment<e de facon permanente.
123560;346356;;Evasion skills have a chance of being greatly enhanced.;L'esquive a une chance d'$tre grandement augment<e.
120776;346412;;Even just being around Darcsens makes them nauseous,//leading to a decrease in defense.;Etre pr>s de Darcsens leur donne la naus<e,//provoquant une chute de la d<fense.
136320;346500;;Expand Capacity 1;Capacit< 1
140672;346500;;Expand Capacity 1;Capacit< 1
136448;346518;;Expand Capacity 2;Capacit< 2
140800;346518;;Expand Capacity 2;Capacit< 2
136576;346536;;Expand Capacity 3;Capacit< 3
112404;346554;;Explosive;Explosif
116164;346564;;Explosives Boost;Boost en explosifs
130948;346581;;Extended Barrel;Canon Rallong<
130952;346581;;Extended Barrel;Canon Rallong<
136324;346597;;Extra Magazine;Chargeur Annexe
136328;346597;;Extra Magazine;Chargeur Annexe
140676;346597;;Extra Magazine;Chargeur Annexe
140680;346597;;Extra Magazine;Chargeur Annexe
124948;346612;;Extra Shot;Recharge
126100;346612;;Extra Shot;Recharge
254260;346623;;FF-1;FF-1
202036;346628;;FF-2;FF-2
202292;346633;;FF-3;FF-3
202548;346638;;FF-4;FF-4
202804;346643;;FF-5;FF-5
203060;346648;;FF-6;FF-6
203316;346653;;FF-7;FF-7
203572;346658;;FF-8;FF-8
106260;346663;;Falcon;Falcon
90804;346670;;Faldio;Faldio
90812;346670;;Faldio;Faldio
90816;346670;;Faldio;Faldio
90824;346670;;Faldio;Faldio
93044;346670;;Faldio;Faldio
93052;346670;;Faldio;Faldio
93056;346670;;Faldio;Faldio
93060;346670;;Faldio;Faldio
93124;346670;;Faldio;Faldio
93132;346670;;Faldio;Faldio
93136;346670;;Faldio;Faldio
93140;346670;;Faldio;Faldio
100804;346677;;False Engineer;Faux Ing<nieur
86312;346692;;False Lancer;Faux Lancier
100724;346692;;False Lancer;Faux Lancier
84680;346705;;False Scout;Faux Eclaireur
100644;346705;;False Scout;Faux Eclaireur
85768;346717;;False Sniper;Faux Sniper
100884;346717;;False Sniper;Faux Sniper
85224;346730;;False Trooper;Faux Commando
100564;346730;;False Trooper;Faux Commando
119572;346744;;Fancies Men;Aime les Hommes
119668;346756;;Fancies Women;Aime les Femmes
121828;346770;;Fatalist;Fataliste
124228;346779;;Fearless Will;Volont< de Fer
100580;346793;;Federation Grunt;Troufion F<d<ral
112644;346810;;Fence;Barri>re
112692;346810;;Fence;Barri>re
122792;346816;;Fickle to the core, they sometimes don't feel like doing//anything, even when commanded.;Capricieux dans l'ame, il n'a parfois envie de rien faire,//m$me si on lui ordonne.
138624;346905;;Firepower Boost 1;Puissance Sup. 1
176432;346905;;Firepower Boost 1;Puissance Sup. 1
197936;346905;;Firepower Boost 1;Puissance Sup. 1
202032;346905;;Firepower Boost 1;Puissance Sup. 1
182320;346923;;Firepower Boost 10;Puissance Sup. 10
188464;346923;;Firepower Boost 10;Puissance Sup. 10
192560;346923;;Firepower Boost 10;Puissance Sup. 10
200240;346923;;Firepower Boost 10;Puissance Sup. 10
138752;346942;;Firepower Boost 2;Puissance Sup. 2
186416;346942;;Firepower Boost 2;Puissance Sup. 2
198192;346942;;Firepower Boost 2;Puissance Sup. 2
202288;346942;;Firepower Boost 2;Puissance Sup. 2
186672;346960;;Firepower Boost 3;Puissance Sup. 3
198448;346960;;Firepower Boost 3;Puissance Sup. 3
202544;346960;;Firepower Boost 3;Puissance Sup. 3
180784;346978;;Firepower Boost 4;Puissance Sup. 4
186928;346978;;Firepower Boost 4;Puissance Sup. 4
191024;346978;;Firepower Boost 4;Puissance Sup. 4
198704;346978;;Firepower Boost 4;Puissance Sup. 4
202800;346978;;Firepower Boost 4;Puissance Sup. 4
181040;346996;;Firepower Boost 5;Puissance Sup. 5
187184;346996;;Firepower Boost 5;Puissance Sup. 5
191280;346996;;Firepower Boost 5;Puissance Sup. 5
198960;346996;;Firepower Boost 5;Puissance Sup. 5
203056;346996;;Firepower Boost 5;Puissance Sup. 5
181296;347014;;Firepower Boost 6;Puissance Sup. 6
187440;347014;;Firepower Boost 6;Puissance Sup. 6
191536;347014;;Firepower Boost 6;Puissance Sup. 6
199216;347014;;Firepower Boost 6;Puissance Sup. 6
203312;347014;;Firepower Boost 6;Puissance Sup. 6
181552;347032;;Firepower Boost 7;Puissance Sup. 7
187696;347032;;Firepower Boost 7;Puissance Sup. 7
191792;347032;;Firepower Boost 7;Puissance Sup. 7
199472;347032;;Firepower Boost 7;Puissance Sup. 7
203568;347032;;Firepower Boost 7;Puissance Sup. 7
181808;347050;;Firepower Boost 8;Puissance Sup. 8
187952;347050;;Firepower Boost 8;Puissance Sup. 8
192048;347050;;Firepower Boost 8;Puissance Sup. 8
199728;347050;;Firepower Boost 8;Puissance Sup. 8
182064;347068;;Firepower Boost 9;Puissance Sup. 9
188208;347068;;Firepower Boost 9;Puissance Sup. 9
192304;347068;;Firepower Boost 9;Puissance Sup. 9
199984;347068;;Firepower Boost 9;Puissance Sup. 9
141056;347086;;Firing Calculator;Calculateur de Tir
141060;347086;;Firing Calculator;Calculateur de Tir
141064;347086;;Firing Calculator;Calculateur de Tir
141184;347086;;Firing Calculator;Calculateur de Tir
141188;347086;;Firing Calculator;Calculateur de Tir
141192;347086;;Firing Calculator;Calculateur de Tir
125864;347104;;Firing accuracy is boosted a set percentage//of the time.;La pr<cision a une chance d'$tre augment<e.
122264;347162;;Firing accuracy is boosted during the first three//turns of the operation.;Sa pr<cision au tir est augment<e durant//les trois premiers tours de l'op<ration.
126152;347237;;Firing accuracy is greatly boosted a set percentage//of the time.;La pr<cision a une chance d'$tre grandement augment<e.
124040;347303;;Firing accuracy is improved when an enemy is nearby.;L'esquive augmente quand un ennemi est proche.
124376;347356;;Firing accuracy is improved when no enemies are in//the immediate vicinity.;La pr<cision est am<lior<e quand il n'y a aucun ennemi//= proximit<.
115396;347432;;First Aid;Premiers secours
123508;347442;;First Aid Boost;Premiers Soins
124084;347442;;First Aid Boost;Premiers Soins
124804;347442;;First Aid Boost;Premiers Soins
138628;347458;;Flame Intensifier;Flamme Amplifi<e
138632;347458;;Flame Intensifier;Flamme Amplifi<e
259892;347458;;Flame Intensifier;Flamme Amplifi<e
138500;347476;;Flamethrower;Lance-Flamme
138504;347476;;Flamethrower;Lance-Flamme
259636;347476;;Flamethrower;Lance-Flamme
106052;347489;;Flip;Flip
203828;347494;;FoG 01;FoG 01
204084;347501;;FoG 02;FoG 02
204340;347508;;FoG 03;FoG 03
204596;347515;;FoG 04;FoG 04
204852;347522;;FoG 05;FoG 05
205108;347529;;FoG 06;FoG 06
205364;347536;;FoG 07;FoG 07
120392;347543;;For whatever reason, engineers aren't their thing.//Attack power is lowered against engineers.;Pour une raison inconnue, les ing<nieurs ne sont pas//leur point fort, r<duisant leur puissance d'attaque.
120296;347638;;For whatever reason, lancers aren't their thing.//Attack power is lowered against lancers.;Pour une raison inconnue, les lanciers ne sont pas//leur point fort, r<duisant leur puissance d'attaque.
120104;347729;;For whatever reason, scouts aren't their thing. //Attack power is lowered against scouts.;Pour une raison inconnue, les <claireurs ne sont pas//leur point fort, r<duisant leur puissance d'attaque.
120200;347819;;For whatever reason, shocktroopers aren't their thing.//Attack power is lowered against shocktroopers.;Pour une raison inconnue, les commandos ne sont pas//leur point fort, r<duisant leur puissance d'attaque.
120488;347922;;For whatever reason, snipers aren't their thing.//Attack power is lowered against snipers.;Pour une raison inconnue, les snipers ne sont pas//leur point fort, r<duisant leur puissance d'attaque.
163752;348013;;Fore Right Gun;Tourelle Av-D
163756;348013;;Fore Right Gun;Tourelle Av-D
106256;348028;;Forester;Forester
170196;348037;;Fortification;Fortification
170404;348037;;Fortification;Fortification
121924;348051;;Frail Body;Ch<tif
132096;348062;;Frame Assembly 1;Assemblage Sup. 1
137728;348062;;Frame Assembly 1;Assemblage Sup. 1
132352;348079;;Frame Assembly 2;Assemblage Sup. 2
137856;348079;;Frame Assembly 2;Assemblage Sup. 2
132480;348096;;Frame Assembly 3;Assemblage Sup. 3
137984;348096;;Frame Assembly 3;Assemblage Sup. 3
106056;348113;;Freddy;Freddy
91444;348120;;Freesia;Freesia
91452;348120;;Freesia;Freesia
91456;348120;;Freesia;Freesia
91464;348128;;Frohsinn;Frohsinn
131204;348137;;Frontal Armor;Armure Frontale
131208;348137;;Frontal Armor;Armure Frontale
88492;348151;;Fujmolt the Edge;Fujmolt la Lame
88496;348151;;Fujmolt the Edge;Fujmolt la Lame
123892;348168;;Full HP Recovery;Regain de Vie
124660;348168;;Full HP Recovery;Regain de Vie
115400;348185;;Fully restores one ally's HP.;Restore compl>tement la vie d'un alli<.
158776;348215;;GERBIL_BODY;GERBIL_BODY
163976;348227;;GERBIL_FRONT_GUN;GERBIL_FRONT_GUN
164184;348244;;GERBIL_LeftREAR_GUN;GERBIL_LeftREAR_GUN
164808;348244;;GERBIL_LeftREAR_GUN;GERBIL_LeftREAR_GUN
165432;348264;;GERBIL_Left_REAR_RADIATOR;GERBIL_Left_REAR_RADIATOR
164392;348290;;GERBIL_REAR_GUN;GERBIL_REAR_GUN
165224;348306;;GERBIL_REAR_RADIATOR;GERBIL_REAR_RADIATOR
165016;348327;;GERBIL_RIGHT_RADIATOR;GERBIL_RIGHT_RADIATOR
163768;348349;;GERBIL_RightFRONT_GUN;GERBIL_RightFRONT_GUN
164600;348371;;GERBIL_RightREAR_GUN;GERBIL_RightREAR_GUN
190516;348392;;GSR-1;GSR-1
192820;348398;;GSR-10;GSR-10
265524;348398;;GSR-10;GSR-10
250420;348405;;GSR-10R;GSR-10R
193076;348413;;GSR-11;GSR-11
193332;348420;;GSR-12;GSR-12
249908;348427;;GSR-1R;GSR-1R
173620;348434;;GSR-2;GSR-2
193588;348440;;GSR-20;GSR-20
250676;348447;;GSR-20R;GSR-20R
193844;348455;;GSR-21;GSR-21
194100;348462;;GSR-22;GSR-22
175924;348469;;GSR-3;GSR-3
194356;348475;;GSR-30;GSR-30
250932;348482;;GSR-30R;GSR-30R
250164;348490;;GSR-3R;GSR-3R
190772;348497;;GSR-4;GSR-4
90504;348503;;G_Anti-Tank;G_Anti-Tank
90344;348515;;G_Assault;G_Assault
90424;348525;;G_Engineer;G_Engineer
90264;348536;;G_Scout;G_Scout
90664;348544;;G_Sniper;G_Sniper
103876;348553;;Gallia;Gallia
169996;348560;;Gallian APC;APC Gallien
94564;348572;;Gallian Officer;Officier Gallien
94572;348572;;Gallian Officer;Officier Gallien
94576;348572;;Gallian Officer;Officier Gallien
94580;348572;;Gallian Officer;Officier Gallien
90340;348588;;Gallian Soldier;Soldat Gallien
113988;348604;;Gallian Tank;Char Gallien
180532;348617;;Gallian-1;Gallien-1
244788;348627;;Gallian-1R;Gallien-1R
173364;348638;;Gallian-2;Gallien-2
175412;348648;;Gallian-3;Gallien-3
245044;348658;;Gallian-3R;Gallien-3R
175668;348669;;Gallian-4;Gallien-4
180788;348679;;Gallian-A1;Gallien-A1
181556;348690;;Gallian-A10;Gallien-A10
181812;348702;;Gallian-A11;Gallien-A11
182068;348714;;Gallian-A12;Gallien-A12
181044;348726;;Gallian-A2;Gallien-A2
182324;348737;;Gallian-A20;Gallien-A20
181300;348749;;Gallian-A3;Gallien-A3
182580;348760;;Gallian-S1;Gallien-S1
265264;348760;;Gallian-S1;Gallien-S1
265268;348760;;Gallian-S1;Gallien-S1
183348;348771;;Gallian-S10;Gallien-S10
245556;348783;;Gallian-S10R;Gallien-S10R
183604;348796;;Gallian-S11;Gallien-S11
183860;348808;;Gallian-S12;Gallien-S12
245300;348820;;Gallian-S1R;Gallien-S1R
182836;348832;;Gallian-S2;Gallien-S2
184116;348843;;Gallian-S20;Gallien-S20
245812;348855;;Gallian-S20R;Gallien-S20R
183092;348868;;Gallian-S3;Gallien-S3
184372;348879;;Gallian-X1;Gallien-X1
185140;348890;;Gallian-X10;Gallien-X10
185396;348902;;Gallian-X11;Gallien-X11
185652;348914;;Gallian-X12;Gallien-X12
184628;348926;;Gallian-X2;Gallien-X2
185908;348937;;Gallian-X20;Gallien-X20
184884;348949;;Gallian-X3;Gallien-X3
106268;348960;;Gardner;Gardner
106060;348968;;Gaston;Gaston
113316;348975;;Gate;Porte
214324;348980;;Gatling Beam;Rayon Mitrailleur
214836;348980;;Gatling Beam;Rayon Mitrailleur
215604;348980;;Gatling Beam;Rayon Mitrailleur
263988;348980;;Gatling Beam;Rayon Mitrailleur
264244;348980;;Gatling Beam;Rayon Mitrailleur
264500;348980;;Gatling Beam;Rayon Mitrailleur
167080;348993;;Gatling Bunker;Bunker Gatling
167084;348993;;Gatling Bunker;Bunker Gatling
170200;348993;;Gatling Bunker;Bunker Gatling
170204;348993;;Gatling Bunker;Bunker Gatling
138116;349008;;Gatling Gun;Gatling L<g>re
138120;349008;;Gatling Gun;Gatling L<g>re
227124;349008;;Gatling Gun;Gatling L<g>re
165828;349020;;Gatling Turret;Tourelle Gatling
165836;349020;;Gatling Turret;Tourelle Gatling
167496;349020;;Gatling Turret;Tourelle Gatling
167500;349020;;Gatling Turret;Tourelle Gatling
168536;349020;;Gatling Turret;Tourelle Gatling
168540;349020;;Gatling Turret;Tourelle Gatling
168548;349020;;Gatling Turret;Tourelle Gatling
172692;349020;;Gatling Turret;Tourelle Gatling
172700;349020;;Gatling Turret;Tourelle Gatling
173108;349020;;Gatling Turret;Tourelle Gatling
173116;349020;;Gatling Turret;Tourelle Gatling
138240;349035;;Gatling Upgrade 1;Gatling Sup. 1
138368;349053;;Gatling Upgrade 2;Gatling Sup. 2
95368;349071;;Geld;Geld
93852;349076;;Gen. Damon;G<n. Damon
93856;349076;;Gen. Damon;G<n. Damon
93860;349076;;Gen. Damon;G<n. Damon
95292;349087;;Gen. Gregor;G<n. Gregor
95296;349087;;Gen. Gregor;G<n. Gregor
95300;349087;;Gen. Gregor;G<n. Gregor
95212;349099;;Gen. Jaeger;G<n. Jaeger
95216;349099;;Gen. Jaeger;G<n. Jaeger
95220;349099;;Gen. Jaeger;G<n. Jaeger
148728;349099;;Gen. Jaeger;G<n. Jaeger
149080;349099;;Gen. Jaeger;G<n. Jaeger
156824;349099;;Gen. Jaeger;G<n. Jaeger
93844;349111;;Georg;Georg
149812;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
150164;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
150516;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
150868;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
151220;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
151572;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
151924;349133;;Gerbil_Radiater_Rear;Gerbil_Radiater_Rear
152276;349133;;Gerbil_Radiater_Rear;Gerbil_Radiater_Rear
152628;349133;;Gerbil_Radiater_Rear;Gerbil_Radiater_Rear
106272;349154;;Gibson;Gibson
95364;349161;;Giorgios;Giorgios
98424;349170;;Gnutti;Gnutti
106264;349177;;Golden;Golden
120820;349184;;Good Buddy;Bon Copain
112932;349195;;Grass;Herbe
115592;349201;;Greatly raises one ally's anti-tank attack power.;Augmente beaucoup l'attaque anti-char d'un alli<.
106064;349251;;Greg;Greg
95288;349256;;Gregor;Gregor
173872;349263;;Grenade Upgrade 1;Grenade Sup. 1
176176;349281;;Grenade Upgrade 2;Grenade Sup. 2
179760;349299;;Grenade Upgrade 3;Grenade Sup. 3
180016;349317;;Grenade Upgrade 4;Grenade Sup. 4
113508;349335;;Ground;Terrain
131844;349342;;Gun Barrel Armor;Armure Totale
131848;349342;;Gun Barrel Armor;Armure Totale
84140;349359;;Gunther;Gunther
89528;349359;;Gunther;Gunther
